PSDI,InChi,LogS (log(mol/L)),LogS Temperature (C),LogS Solvent InChi,Misc. MoleFraction,Misc. Temperature (C),Misc. Solvent InChi,Source,Citation,Master Version
PSDI00085A,"InChI=1S/C7H14O/c1-3-5-6-7(8)4-2/h3-6H2,1-2H3",,,,0.0,30.7,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI00085A,"InChI=1S/C7H14O/c1-3-5-6-7(8)4-2/h3-6H2,1-2H3",,,,0.0,40.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI00085A,"InChI=1S/C7H14O/c1-3-5-6-7(8)4-2/h3-6H2,1-2H3",,,,0.0,50.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI00085A,"InChI=1S/C7H14O/c1-3-5-6-7(8)4-2/h3-6H2,1-2H3",,,,0.0,59.8,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI00085A,"InChI=1S/C7H14O/c1-3-5-6-7(8)4-2/h3-6H2,1-2H3",,,,0.0,70.2,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI00085A,"InChI=1S/C7H14O/c1-3-5-6-7(8)4-2/h3-6H2,1-2H3",,,,0.0,80.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI00085A,"InChI=1S/C7H14O/c1-3-5-6-7(8)4-2/h3-6H2,1-2H3",,,,0.0,90.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI00085A,"InChI=1S/C7H14O/c1-3-5-6-7(8)4-2/h3-6H2,1-2H3",-1.42,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI00085A,"InChI=1S/C7H14O/c1-3-5-6-7(8)4-2/h3-6H2,1-2H3",-0.9,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI00085E,"InChI=1S/C6H12O/c1-3-5-6(7)4-2/h3-5H2,1-2H3",,,,0.0,20.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI00085E,"InChI=1S/C6H12O/c1-3-5-6(7)4-2/h3-5H2,1-2H3",,,,0.0,25.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI00085E,"InChI=1S/C6H12O/c1-3-5-6(7)4-2/h3-5H2,1-2H3",,,,0.0,30.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI00085E,"InChI=1S/C6H12O/c1-3-5-6(7)4-2/h3-5H2,1-2H3",-0.83,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI00085E,"InChI=1S/C6H12O/c1-3-5-6(7)4-2/h3-5H2,1-2H3",-0.83,25.0,InChI=1S/H2O/h1H2,,,,Delaney2004,"J. Chem. Inf. Comput. Sci. 2004, 44, 3, 1000-1005",0.0.7
PSDI000A2B,"InChI=1S/C7H14O/c1-6(2)4-5-7(3)8/h6H,4-5H2,1-3H3",,,,0.0,10.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000A2B,"InChI=1S/C7H14O/c1-6(2)4-5-7(3)8/h6H,4-5H2,1-3H3",,,,0.0,15.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000A2B,"InChI=1S/C7H14O/c1-6(2)4-5-7(3)8/h6H,4-5H2,1-3H3",,,,0.0,20.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000A2B,"InChI=1S/C7H14O/c1-6(2)4-5-7(3)8/h6H,4-5H2,1-3H3",,,,0.0,25.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000A2B,"InChI=1S/C7H14O/c1-6(2)4-5-7(3)8/h6H,4-5H2,1-3H3",,,,0.0,30.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000A2B,"InChI=1S/C7H14O/c1-6(2)4-5-7(3)8/h6H,4-5H2,1-3H3",,,,0.0,40.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000A2B,"InChI=1S/C7H14O/c1-6(2)4-5-7(3)8/h6H,4-5H2,1-3H3",,,,0.0,50.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000A2B,"InChI=1S/C7H14O/c1-6(2)4-5-7(3)8/h6H,4-5H2,1-3H3",,,,0.0,60.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000A2B,"InChI=1S/C7H14O/c1-6(2)4-5-7(3)8/h6H,4-5H2,1-3H3",-1.33,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI000A2B,"InChI=1S/C7H14O/c1-6(2)4-5-7(3)8/h6H,4-5H2,1-3H3",-1.32,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI000AC8,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",,,,0.05,33.05,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000AC8,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",,,,0.05,37.8,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000AC8,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",,,,0.07,43.1,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000AC8,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",,,,0.91,46.65,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000AC8,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",,,,0.09,48.6,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000AC8,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",,,,0.11,54.2,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000AC8,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",,,,0.14,58.7,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000AC8,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",,,,0.17,63.3,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000AC8,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",,,,0.22,68.3,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000AC8,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",,,,0.28,73.1,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000AC8,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",,,,0.08,32.95,"InChI=1S/C10H18/c1-2-6-10-8-4-3-7-9(10)5-1/h9-10H,1-8H2",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000AC8,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",,,,0.15,48.15,"InChI=1S/C10H18/c1-2-6-10-8-4-3-7-9(10)5-1/h9-10H,1-8H2",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000AC8,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",,,,0.22,58.45,"InChI=1S/C10H18/c1-2-6-10-8-4-3-7-9(10)5-1/h9-10H,1-8H2",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000AC8,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",,,,0.31,69.75,"InChI=1S/C10H18/c1-2-6-10-8-4-3-7-9(10)5-1/h9-10H,1-8H2",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000AC8,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",,,,0.44,79.85,"InChI=1S/C10H18/c1-2-6-10-8-4-3-7-9(10)5-1/h9-10H,1-8H2",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000AC8,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",,,,0.67,93.05,"InChI=1S/C10H18/c1-2-6-10-8-4-3-7-9(10)5-1/h9-10H,1-8H2",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000AC8,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",,,,0.17,34.6,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000AC8,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",,,,0.2,40.3,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000AC8,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",,,,0.22,45.0,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000AC8,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",,,,0.25,49.9,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000AC8,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",,,,0.25,57.3,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000AC8,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",,,,0.31,63.1,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000AC8,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",,,,0.35,67.5,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000AC8,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",,,,0.4,75.2,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000AC8,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",,,,0.47,81.7,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000AC8,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",,,,0.05,0.0,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000AC8,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",,,,0.11,19.85,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000AC8,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",,,,0.19,39.85,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000AC8,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",,,,0.32,59.85,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI000AC8,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",,,,0.51,79.85,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
