PSDI,InChi,HLC (mol m-3 Pa-1),HLC Temperature (C),HLC Solvent InChi,Source,Citation,Master Version
PSDI002029,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/0304-3894(88)85057-X,0.0.8
PSDI002061,"InChI=1S/C12H16ClNOS/c1-3-14(4-2)12(15)16-9-10-5-7-11(13)8-6-10/h5-8H,3-4,9H2,1-2H3",19.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1584/JPESTICS.18.3_201,0.0.8
PSDI002070,InChI=1S/C4H4S/c1-2-4-5-3-1/h1-4H,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.FLUID.2006.02.022,0.0.8
PSDI0020B8,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CES.2021.116639,0.0.8
PSDI0020CC,"InChI=1S/C4H6O/c1-2-3-4-5/h2-4H,1H3",0.5,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JF60178A004,0.0.8
PSDI0020FD,"InChI=1S/C4H8Cl3O4P/c1-10-12(9,11-2)3(8)4(5,6)7/h3,8H,1-2H3",55.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.WATRES.2017.04.074,0.0.8
PSDI0020FE,"InChI=1S/C2HCl3O/c3-2(4,5)1-6/h1H",3400.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00177A004,0.0.8
PSDI002100,"InChI=1S/C2HCl3O2/c3-2(4,5)1(6)7/h(H,6,7)",730.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1023/A:1004966126770,0.0.8
PSDI002102,InChI=1S/C2HCl3/c3-1-2(4)5/h1H,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2021.129858,0.0.8
PSDI002103,"InChI=1S/CCl3F/c2-1(3,4)5",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI002105,"InChI=1S/CCl3NO2/c2-1(3,4)5(6)7",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.ATMOSENV.2007.02.019,0.0.8
PSDI002121,"InChI=1S/C6H15O4P/c1-4-8-11(7,9-5-2)10-6-3/h4-6H2,1-3H3",270.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JA00342A063,0.0.8
PSDI002122,"InChI=1S/C6H15N/c1-4-7(5-2)6-3/h4-6H2,1-3H3",0.05,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1002/2015GL063840,0.0.8
PSDI002132,"InChI=1S/C2HF3O2/c3-2(4,5)1(6)7/h(H,6,7)",57.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.ATMOSENV.2007.11.009,0.0.8
PSDI002135,"InChI=1S/C2ClF3O/c3-1(7)2(4,5)6",0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/978-3-642-61445-3_6,0.0.8
PSDI002137,InChI=1S/CHF3/c2-1(3)4/h1H,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0378-3812(00)00390-3,0.0.8
PSDI00213D,"InChI=1S/C13H16F3N3O4/c1-3-5-17(6-4-2)12-10(18(20)21)7-9(13(14,15)16)8-11(12)19(22)23/h7-8H,3-6H2,1-2H3",0.1,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JF960834U,0.0.8
PSDI00214F,"InChI=1S/C3H9O4P/c1-5-8(4,6-2)7-3/h1-3H3",1400.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JA00342A063,0.0.8
PSDI002153,InChI=1S/C3H9N/c1-4(2)3/h1-3H3,0.08,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ACS.JPCA.5B05174,0.0.8
PSDI002197,"InChI=1S/C11H22O/c1-3-4-5-6-7-8-9-10-11(2)12/h3-10H2,1-2H3",0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JF60162A025,0.0.8
PSDI0021B2,"InChI=1S/C5H9N/c1-2-3-4-5-6/h2-4H2,1H3",0.14,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/AC00058A023,0.0.8
PSDI0021CD,"InChI=1S/C4H6O2/c1-3-6-4(2)5/h3H,1H2,2H3",0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE800623X,0.0.8
PSDI0021D1,"InChI=1S/C2H3Cl/c1-2-3/h2H,1H2",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2021.129858,0.0.8
PSDI00220E,"InChI=1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3",0.14,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S1387-3806(02)00927-2,0.0.8
PSDI002210,"InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)10(11)6-9/h4,9H,1,5-6H2,2-3H3",0.49,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1093/CHEMSE/3.1.57,0.0.8
PSDI00221E,"InChI=1S/C3H5F3O/c1-2(7)3(4,5)6/h2,7H,1H3",0.13,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1213/00000539-199904000-00035,0.0.8
PSDI00221F,"InChI=1S/C3H3F3O/c1-2(7)3(4,5)6/h1H3",1.4,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/0960-1686(91)90006-S,0.0.8
PSDI002223,InChI=1S/C2H2Br4/c3-1(4)2(5)6/h1-2H,0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/0378-3812(94)80120-7,0.0.8
PSDI00223A,"InChI=1S/C3H4Cl2O/c1-2(6)3(4)5/h3H,1H3",0.33,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE900711H,0.0.8
PSDI00223B,"InChI=1S/C3H4Cl2/c1-2-3(4)5/h2H,1H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI002252,"InChI=1S/C4H10O2/c1-2-4(6)3-5/h4-6H,2-3H2,1H3",340.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0045-6535(99)00082-X,0.0.8
PSDI002254,"InChI=1S/C3H10N2/c1-3(5)2-4/h3H,2,4-5H2,1H3",1400.0,25.0,InChI=1S/H2O/h1H2,Sander2023,Amine Volatility in \chem{CO_2} Capture,0.0.8
PSDI0022A1,"InChI=1S/C15H26O/c1-6-15(5,16)12-8-11-14(4)10-7-9-13(2)3/h6,9,11,16H,1,7-8,10,12H2,2-5H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2015.07.075,0.0.8
PSDI0022BE,"InChI=1S/C7H7BrO/c1-9-7-4-2-3-6(8)5-7/h2-5H,1H3",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/S002160101077,0.0.8
PSDI0022C9,"InChI=1S/C5H11NO3/c1-5(2)3-4-9-6(7)8/h5H,3-4H2,1-2H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0045-6535(98)00159-3,0.0.8
PSDI0022CE,"InChI=1S/C4H4/c1-3-4-2/h1,4H,2H2",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE60015A017,0.0.8
PSDI0022D7,"InChI=1S/C4H7Cl/c1-2-3-4-5/h2-3H,4H2,1H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0378-3812(03)00286-3,0.0.8
PSDI002320,"InChI=1S/C5H4F8O/c6-2(7)4(10,11)5(12,13)3(8,9)1-14/h2,14H,1H2",0.25,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1213/00000539-199904000-00035,0.0.8
PSDI002332,"InChI=1S/C6H14N2O/c9-6-5-8-3-1-7-2-4-8/h7,9H,1-6H2",2900.0,25.0,InChI=1S/H2O/h1H2,Sander2023,Amine Volatility in \chem{CO_2} Capture,0.0.8
PSDI002342,"InChI=1S/C4H8S/c1-3-4-5-2/h3H,1,4H2,2H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2010.12.051,0.0.8
PSDI002349,"InChI=1S/C3H3Br/c1-2-3-4/h1H,3H2",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JF9707849,0.0.8
PSDI00234F,"InChI=1S/C5H8N2/c1-5-6-3-4-7(5)2/h3-4H,1-2H3",43.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.IJGGC.2017.01.001,0.0.8
PSDI00236C,"InChI=1S/C3H3F3O2/c4-3(5,6)1-8-2-7/h2H,1H2",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.ATMOSENV.2005.06.021,0.0.8
PSDI002372,"InChI=1S/C4H4F6O/c5-2(4(8,9)10)3(6,7)1-11/h2,11H,1H2",0.32,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1213/00000539-199904000-00035,0.0.8
PSDI00237B,"InChI=1S/C2H4Cl2O/c3-2(4)1-5/h2,5H,1H2",0.37,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE900711H,0.0.8
PSDI0023A0,"InChI=1S/C7H9N/c1-6-4-3-5-8-7(6)2/h3-5H,1-2H3",1.4,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1039/JR9540003188,0.0.8
PSDI0023A2,"InChI=1S/C5H8O2/c1-3-5(7)4(2)6/h3H2,1-2H3",0.13,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1039/D2EM00365A,0.0.8
PSDI0023B9,"InChI=1S/C6H8O/c1-2-3-4-5-6-7/h2-6H,1H3",1.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JF60178A004,0.0.8
PSDI0023D1,"InChI=1S/C10H16O/c1-9(2)5-4-6-10(3)7-8-11/h5,7-8H,4,6H2,1-3H3",0.29,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1039/D2EM00365A,0.0.8
PSDI0023D3,"InChI=1S/C4H11NO2/c5-1-3-7-4-2-6/h6H,1-5H2",6100.0,25.0,InChI=1S/H2O/h1H2,Sander2023,Amine Volatility in \chem{CO_2} Capture,0.0.8
PSDI0023D4,"InChI=1S/C6H15NO2/c1-7(2)3-5-9-6-4-8/h8H,3-6H2,1-2H3",830.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.IJGGC.2017.01.001,0.0.8
PSDI0023D8,"InChI=1S/C6H15NO/c1-3-7(4-2)5-6-8/h8H,3-6H2,1-2H3",5.9,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.IJGGC.2017.01.001,0.0.8
PSDI0023E0,"InChI=1S/C3H9NO/c1-3(4)2-5/h3,5H,2,4H2,1H3",1300.0,25.0,InChI=1S/H2O/h1H2,Sander2023,Amine Volatility in \chem{CO_2} Capture,0.0.8
PSDI002427,"InChI=1S/C6H8N2/c1-2-6-5-7-3-4-8-6/h3-5H,2H2,1H3",4.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JF60178A004,0.0.8
PSDI00244C,"InChI=1S/C6H14O/c1-3-4-5-6(2)7/h6-7H,3-5H2,1-2H3",0.48,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1093/JXB/48.5.1095,0.0.8
PSDI002465,"InChI=1S/C5H12O2/c1-5(2)7-4-3-6/h5-6H,3-4H2,1-2H3",4.8,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1136/OEM.45.8.561,0.0.8
PSDI00246E,"InChI=1S/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3",0.78,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE901063S,0.0.8
PSDI002470,"InChI=1S/C4H10S/c1-4(2)3-5/h4-5H,3H2,1-2H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.JCT.2015.10.005,0.0.8
PSDI002477,"InChI=1S/C6H12O/c1-4-6(7)5(2)3/h5H,4H2,1-3H3",0.05,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ACS.JCED.9B00726,0.0.8
PSDI002480,"InChI=1S/C8H8O/c1-7-4-2-3-5-8(7)6-9/h2-6H,1H3",0.31,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE700612B,0.0.8
PSDI002483,"InChI=1S/C7H14O/c1-6-4-2-3-5-7(6)8/h6-8H,2-5H2,1H3",1.4,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.WATRES.2017.04.074,0.0.8
PSDI0024DF,"InChI=1S/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3",0.2,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JP403603Z,0.0.8
PSDI0024FD,InChI=1S/C5H4ClN/c6-5-2-1-3-7-4-5/h1-4H,0.35,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JA00518A001,0.0.8
PSDI00252F,"InChI=1S/C4H11NO/c1-6-4-2-3-5/h2-5H2,1H3",21.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.IJGGC.2017.01.001,0.0.8
PSDI002534,"InChI=1S/C5H12O/c1-4(2)5(3)6/h4-6H,1-3H3",0.54,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE901063S,0.0.8
PSDI00253F,"InChI=1S/C7H14O/c1-6-3-2-4-7(8)5-6/h6-8H,2-5H2,1H3",2.9,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.WATRES.2017.04.074,0.0.8
PSDI002542,"InChI=1S/C6H12O/c1-4-5(2)6(3)7/h5H,4H2,1-3H3",0.08,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ACS.JCED.9B00726,0.0.8
PSDI002548,"InChI=1S/C8H16O/c1-3-5-6-7-8(9)4-2/h3-7H2,1-2H3",0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ACS.EST.1C07882,0.0.8
PSDI002557,"InChI=1S/C9H12O/c10-8-4-7-9-5-2-1-3-6-9/h1-3,5-6,10H,4,7-8H2",180.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0045-6535(99)00082-X,0.0.8
PSDI002571,"InChI=1S/C7H7ClO/c1-9-7-4-2-6(8)3-5-7/h2-5H,1H3",0.06,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/S002160101077,0.0.8
PSDI0025B1,"InChI=1S/C10H14O/c11-9-5-4-8-10-6-2-1-3-7-10/h1-3,6-7,11H,4-5,8-9H2",6.7,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0045-6535(99)00082-X,0.0.8
PSDI0025D7,"InChI=1S/C15H24/c1-6-14(4)10-8-12-15(5)11-7-9-13(2)3/h6,9-10,12H,1,7-8,11H2,2-5H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2015.07.075,0.0.8
PSDI0025DB,"InChI=1S/C6H13NO/c1-3-4-5-7-6(2)8/h3-5H2,1-2H3,(H,7,8)",2700.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JA00012A068,0.0.8
PSDI0025F3,"InChI=1S/C4H8O3/c1-6-3-4(5)7-2/h3H2,1-2H3",2.5,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0378-3812(02)00087-0,0.0.8
PSDI002613,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4-6,8,10H,7H2,1-3H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2005.05.003,0.0.8
PSDI002615,"InChI=1S/C10H16O/c1-9(2)6-4-7(9)10(3)8(5-6)11-10/h6-8H,4-5H2,1-3H3",0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE980070+,0.0.8
PSDI002617,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,6,8H,5,7H2,1-3H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/S11270-015-2337-2,0.0.8
PSDI002620,InChI=1S/Ar,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/BF00650874,0.0.8
PSDI002622,InChI=1S/C12H5Cl5/c13-8-3-1-2-6(10(8)15)7-4-5-9(14)12(17)11(7)16/h1-5H,0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI002623,InChI=1S/C12H4Cl6/c13-7-3-1-5(9(15)11(7)17)6-2-4-8(14)12(18)10(6)16/h1-4H,0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE0000266,0.0.8
PSDI002631,"InChI=1S/C8H8O2/c1-10-8-4-2-3-7(5-8)6-9/h2-6H,1H3",5.1,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE700612B,0.0.8
PSDI002632,"InChI=1S/C8H8O/c1-7-3-2-4-8(5-7)6-9/h2-6H,1H3",0.3,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1039/D2EM00365A,0.0.8
PSDI0026DC,"InChI=1S/C13H20O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h7-8H,5-6,9H2,1-4H3",1.2,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE980070+,0.0.8
PSDI0026DD,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,6,8,10H,3,5,7H2,1-2H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2005.05.003,0.0.8
PSDI002741,"InChI=1S/C4H9NO3/c1-2-3-4-8-5(6)7/h2-4H2,1H3",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0045-6535(98)00159-3,0.0.8
PSDI002754,"InChI=1S/C15H24/c1-11-6-5-7-12(2)13-10-15(3,4)14(13)9-8-11/h6,13-14H,2,5,7-10H2,1,3-4H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2015.07.075,0.0.8
PSDI002762,InChI=1S/CH2ClI/c2-1-3/h1H2,0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.2343/GEOCHEMJ.1.0122,0.0.8
PSDI002794,"InChI=1S/C8H17N/c1-9(2)8-6-4-3-5-7-8/h8H,3-7H2,1-2H3",0.42,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0045-6535(99)00082-X,0.0.8
PSDI0027F9,"InChI=1S/C12H21N2O3PS/c1-6-15-18(19,16-7-2)17-11-8-10(5)13-12(14-11)9(3)4/h8-9H,6-7H2,1-5H3",15.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2004.05.013,0.0.8
PSDI002820,InChI=1S/2CH3.Hg/h2*1H3;,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/0043-1354(75)90080-9,0.0.8
PSDI00282A,"InChI=1S/C2H8O2Si/c1-5(2,3)4/h3-4H,1-2H3",2800.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/AC202953T,0.0.8
PSDI0028C0,"InChI=1S/C19H31N/c1-16(15-20-12-6-5-7-13-20)14-17-8-10-18(11-9-17)19(2,3)4/h8-11,16H,5-7,12-15H2,1-4H3",710.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.26502/JESPH.96120124,0.0.8
PSDI0028C7,"InChI=1S/C3H5FO/c1-3(5)2-4/h2H2,1H3",0.46,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE900711H,0.0.8
PSDI0028CC,"InChI=1S/C4H5F3O/c1-2-8-3-4(5,6)7/h2H,1,3H2",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,The solubility of anesthetic gases in lipid bilayers,0.0.8
PSDI0028EE,"InChI=1S/C12H22O/c1-10-6-5-8-11(2)7-3-4-9-12(10,11)13/h10,13H,3-9H2,1-2H3",0.08,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES0480264,0.0.8
PSDI00291A,"InChI=1S/C7HF13O2/c8-2(9,1(21)22)3(10,11)4(12,13)5(14,15)6(16,17)7(18,19)20/h(H,21,22)",1.7,25.0,InChI=1S/H2O/h1H2,Sander2023,Physical property determination of perfluorinated surfactants,0.0.8
PSDI002942,"InChI=1S/C15H24/c1-13-7-5-8-14(2)10-12-15(3,4)11-6-9-13/h6-7,10-11H,5,8-9,12H2,1-4H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2015.07.075,0.0.8
PSDI002954,"InChI=1S/C4H9NO3/c1-4(2)3-8-5(6)7/h4H,3H2,1-2H3",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/BF00053611,0.0.8
PSDI002958,"InChI=1S/C3H2ClF5O/c4-1(3(7,8)9)10-2(5)6/h1-2H",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1097/00000542-198312000-00013,0.0.8
PSDI002966,"InChI=1S/C3H7NO3/c1-3(2)7-4(5)6/h3H,1-2H3",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0045-6535(98)00159-3,0.0.8
PSDI002973,InChI=1S/Kr,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/BF00685062,0.0.8
PSDI00297A,"InChI=1S/C7H7ClO/c1-9-7-4-2-3-6(8)5-7/h2-5H,1H3",0.04,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/S002160101077,0.0.8
PSDI0029AF,"InChI=1S/C3H4O2/c1-3(5)2-4/h2H,1H3",320.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00082A013,0.0.8
PSDI0029BA,"InChI=1S/C6H12O2/c1-3-4-5-6(7)8-2/h3-5H2,1-2H3",0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JF60162A025,0.0.8
PSDI0029BF,"InChI=1S/C3H3F3O2/c1-8-2(7)3(4,5)6/h1H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.ATMOSENV.2003.10.019,0.0.8
PSDI0029C1,"InChI=1S/C4H6O/c1-3-4(2)5/h3H,1H2,2H3",0.26,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1897/06-339R.1,0.0.8
PSDI0029C4,"InChI=1S/C9H17NOS/c1-2-12-9(11)10-7-5-3-4-6-8-10/h2-8H2,1H3",7.7,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1584/JPESTICS.18.3_201,0.0.8
PSDI0029E6,"InChI=1S/C5H11NO/c1-6-2-4-7-5-3-6/h2-5H2,1H3",5.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.IJGGC.2017.01.001,0.0.8
PSDI0029EA,"InChI=1S/C8H18N2O/c1-3-5-7-10(9-11)8-6-4-2/h3-8H2,1-2H3",0.72,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1093/JNCI/56.6.1125,0.0.8
PSDI0029EC,"InChI=1S/C4H10N2O/c1-3-6(4-2)5-7/h3-4H2,1-2H3",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.IJGGC.2018.04.004,0.0.8
PSDI0029ED,InChI=1S/C2H6N2O/c1-4(2)3-5/h1-2H3,0.29,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.IJGGC.2018.04.004,0.0.8
PSDI0029EE,"InChI=1S/C6H14N2O/c1-3-5-8(7-9)6-4-2/h3-6H2,1-2H3",1.8,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1093/JNCI/56.6.1125,0.0.8
PSDI0029F0,InChI=1S/C5H10N2O/c8-6-7-4-2-1-3-5-7/h1-5H2,11.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1093/JNCI/56.6.1125,0.0.8
PSDI0029F1,InChI=1S/C4H8N2O/c7-5-6-3-1-2-4-6/h1-4H2,150.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/0300-483X(82)90093-2,0.0.8
PSDI0029F4,"InChI=1S/C8H19N/c1-2-3-4-5-6-7-8-9/h2-9H2,1H3",0.19,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1002/JPS.2600670510,0.0.8
PSDI002A02,InChI=1S/Ne,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/BF00685062,0.0.8
PSDI002A07,"InChI=1S/C4H9NO3/c1-3-4(2)8-5(6)7/h4H,3H2,1-2H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0045-6535(98)00159-3,0.0.8
PSDI002A0F,"InChI=1S/C9H18O/c1-2-3-4-5-6-7-8-9-10/h9H,2-8H2,1H3",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00082A013,0.0.8
PSDI002A2A,InChI=1S/C8H16Cl2/c9-7-5-3-1-2-4-6-8-10/h1-8H2,0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2006.01.057,0.0.8
PSDI002A49,"InChI=1S/C8H8O2/c1-10-8-4-2-7(6-9)3-5-8/h2-6H,1H3",24.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE700612B,0.0.8
PSDI002A5B,"InChI=1S/C3H3F5O/c4-2(5,1-9)3(6,7)8/h9H,1H2",0.14,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.ATMOSENV.2003.08.002,0.0.8
PSDI002A8A,"InChI=1S/CH2O3/c2-1-4-3/h1,3H",29.0,25.0,InChI=1S/H2O/h1H2,Sander2023,"Bestimmung von \chem{H_2O_2} und organischen Peroxiden in Labor- und Feldmessungen mittels Umkehrphasen-Hochdruck-Fl\ussigkeitschromatographie und enzymatischer Nachs\""aulenderivatisierung""",0.0.8
PSDI002ABB,"InChI=1S/C6H14N2/c1-7-3-5-8(2)6-4-7/h3-6H2,1-2H3",200.0,25.0,InChI=1S/H2O/h1H2,Sander2023,Amine Volatility in \chem{CO_2} Capture,0.0.8
PSDI002B22,"InChI=1S/C3HF5O2/c4-2(5,1(9)10)3(6,7)8/h(H,9,10)",8.8,25.0,InChI=1S/H2O/h1H2,Sander2023,Physical property determination of perfluorinated surfactants,0.0.8
PSDI002B36,"InChI=1S/C5H10O/c1-3-5-6-4-2/h4H,2-3,5H2,1H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.JIEC.2010.03.003,0.0.8
PSDI002B63,InChI=1S/Rn,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/IE00062A030,0.0.8
PSDI002B6A,"InChI=1S/C4H11N/c1-3-4(2)5/h4H,3,5H2,1-2H3",0.4,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.ATMOSENV.2013.07.023,0.0.8
PSDI002BA7,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4H,5-7H2,1-3H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2005.05.003,0.0.8
PSDI002BA8,"InChI=1S/C5H10O2/c1-5(2,3)7-4-6/h4H,1-3H3",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES049286O,0.0.8
PSDI002BE0,"InChI=1S/C12H27OPS3/c1-4-7-10-15-14(13,16-11-8-5-2)17-12-9-6-3/h4-12H2,1-3H3",34.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1002/ETC.5620090606,0.0.8
PSDI002BED,"InChI=1S/C2F4O/c3-1(7)2(4,5)6",0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/978-3-642-61445-3_6,0.0.8
